ID,Call Failure,Complains,Subscription  Length,Charge Amount,Seconds of Use,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
1903,15,no,39,1,2758,66,366,26,3,pre-paid,active,30,1576.96,yes
1904,15,no,40,1,4503,72,8,37,1,pre-paid,active,15,295.625,yes
1905,8,no,40,1,2698,64,9,35,2,pre-paid,active,25,164.79,yes
1906,16,no,40,2,4080,88,39,30,3,pre-paid,active,30,322.72,yes
1907,9,no,40,1,2665,45,292,20,3,pre-paid,active,30,1276.4,yes
1908,18,no,39,3,9420,127,151,45,3,pre-paid,active,30,985.88,yes
1909,12,no,40,1,14078,175,7,46,3,pre-paid,active,30,598.12,yes
1910,12,no,40,2,4820,89,9,27,3,pre-paid,active,30,232.36,yes
1911,11,no,40,1,6223,101,14,14,3,pre-paid,active,30,308.96,yes
1912,14,no,40,0,2543,60,15,19,3,pre-paid,not-active,30,164.12,yes
1913,30,no,40,4,15445,231,61,34,3,post-paid,active,30,871.04,yes
1914,9,no,40,2,3400,33,490,10,3,pre-paid,active,30,2097.32,yes
1915,14,no,39,1,15790,188,157,32,2,pre-paid,active,25,1425.51,yes
1916,8,no,39,2,6805,92,193,28,3,pre-paid,active,30,1047.88,yes
1917,5,no,39,0,1180,20,7,13,2,pre-paid,not-active,25,85.5,yes
1918,7,no,40,0,1015,20,20,10,3,pre-paid,not-active,30,121.4,yes
1919,5,no,39,0,305,6,7,2,2,pre-paid,not-active,25,45.495,no
1920,8,no,39,1,7813,133,391,45,3,pre-paid,active,30,1881.84,yes
1921,12,no,39,2,11770,160,18,49,4,pre-paid,active,45,343.25,yes
1922,13,no,39,2,7023,81,115,39,2,pre-paid,active,25,837.18,yes
1923,28,yes,35,0,1260,53,23,19,3,pre-paid,not-active,30,144.52,no
1924,26,no,38,9,10740,99,8,44,5,post-paid,active,55,174.585,yes
1925,18,no,38,2,6123,104,33,26,2,pre-paid,active,25,428.715,yes
1926,6,no,36,1,3145,28,7,16,3,pre-paid,active,30,154.92,yes
1927,14,yes,37,0,3295,47,16,18,3,pre-paid,not-active,30,197.68,no
1928,14,yes,38,0,2573,50,41,33,4,pre-paid,not-active,45,168.075,no
1929,5,no,38,0,438,8,7,4,3,pre-paid,not-active,30,45.84,no
1930,6,no,38,1,1973,31,7,8,4,pre-paid,active,45,67.6,yes
1931,8,no,35,2,7090,103,21,24,5,pre-paid,active,55,139.395,yes
1932,5,yes,38,0,933,13,16,6,4,pre-paid,not-active,45,63.65,no
1933,5,no,38,2,643,10,11,4,5,pre-paid,active,55,26.295,yes
1934,30,no,33,4,16380,244,7,82,2,post-paid,active,25,779.58,yes
1935,11,no,36,4,7270,122,278,35,3,post-paid,active,30,1407.68,yes
1936,7,no,38,1,4023,88,9,30,3,pre-paid,active,30,200.44,yes
1937,8,no,37,0,1970,50,45,22,3,pre-paid,not-active,30,260.8,yes
1938,11,no,38,1,3085,59,182,25,2,pre-paid,active,25,960.48,yes
1939,9,no,29,2,1620,42,200,13,3,post-paid,active,30,866.48,yes
1940,9,no,28,1,1873,45,37,70,5,pre-paid,active,55,84.27,yes
1941,16,no,29,0,1005,31,17,9,3,pre-paid,not-active,30,109.44,yes
1942,5,no,28,0,1130,16,28,5,4,pre-paid,not-active,45,98.65,yes
1943,15,no,27,1,1530,38,26,15,2,pre-paid,active,25,187.56,yes
1944,7,no,27,1,3530,67,15,25,3,pre-paid,active,30,203.88,yes
1945,7,no,20,1,2000,32,35,16,3,pre-paid,active,30,221.28,yes
1946,21,no,19,2,6697,147,92,44,2,post-paid,active,25,721.98,yes
1947,17,no,17,1,9237,177,80,42,5,pre-paid,active,55,261.21,yes
1948,13,no,18,4,3157,51,38,21,3,pre-paid,active,30,280.32,yes
1949,7,no,11,2,4695,46,222,12,3,pre-paid,active,30,1077.64,yes
1950,8,yes,11,2,1792,25,7,9,3,pre-paid,active,30,100.68,no
1951,8,no,38,0,4370,71,5,17,3,pre-paid,active,30,197.64,yes
1952,0,no,39,0,318,5,7,4,2,pre-paid,not-active,25,46.035,yes
1953,10,no,37,0,2453,60,359,24,3,pre-paid,active,30,1536.52,yes
1954,10,no,38,0,4198,66,1,35,1,pre-paid,active,15,240.02,yes
1955,3,no,38,0,2393,58,2,33,1,pre-paid,active,15,145.805,yes
1956,11,no,38,1,3775,82,32,28,3,pre-paid,active,30,282.28,yes
1957,4,no,38,0,2360,39,285,18,3,pre-paid,active,30,1235.96,yes
1958,13,no,37,2,9115,121,144,43,3,pre-paid,active,30,945.44,yes
1959,7,no,38,0,13773,169,0,44,3,pre-paid,active,30,557.68,yes
1960,7,no,38,1,4515,83,2,25,3,pre-paid,active,30,191.92,yes
1961,6,no,38,0,5918,95,7,12,3,pre-paid,active,30,268.52,yes
1962,9,no,38,0,2238,54,8,17,3,pre-paid,not-active,30,123.68,yes
1963,25,no,38,3,15140,225,54,32,3,pre-paid,active,30,830.6,yes
1964,4,no,38,1,3095,27,483,8,3,pre-paid,active,30,2056.88,yes
1965,9,no,37,0,15485,182,150,30,2,pre-paid,active,25,1380.015,yes
1966,3,no,37,1,6500,86,186,26,3,pre-paid,active,30,1007.44,yes
1967,0,no,37,0,875,14,0,11,2,pre-paid,not-active,25,40.005,no
1968,2,no,38,0,710,14,13,8,3,pre-paid,not-active,30,80.96,yes
1969,0,no,37,0,0,0,0,0,2,pre-paid,not-active,25,0,no
1970,3,no,37,0,7508,127,384,43,2,pre-paid,active,25,2071.575,yes
1971,7,no,37,1,11465,154,11,47,4,pre-paid,active,45,317.975,yes
1972,8,no,37,1,6718,75,108,37,2,pre-paid,active,25,791.685,yes
1973,23,yes,33,0,955,47,16,17,2,pre-paid,not-active,25,117.09,no
1974,21,yes,36,8,10435,93,1,42,5,post-paid,active,55,159.42,yes
1975,13,yes,36,1,5818,98,26,24,2,pre-paid,active,25,383.22,no
1976,1,no,34,0,2840,22,0,14,3,pre-paid,active,30,114.48,yes
1977,9,no,35,0,2990,41,9,16,3,pre-paid,not-active,30,157.24,no
1978,9,yes,36,0,2268,44,34,31,3,pre-paid,not-active,30,228.48,no
1979,0,no,36,0,133,2,0,2,3,pre-paid,not-active,30,5.4,no
1980,1,no,36,0,1668,25,0,6,3,pre-paid,active,30,67.72,yes
1981,3,no,33,1,6785,97,14,22,5,pre-paid,active,55,124.23,yes
1982,0,yes,36,0,628,7,9,4,4,pre-paid,not-active,45,38.375,no
1983,0,no,36,1,338,4,4,2,5,pre-paid,active,55,11.13,yes
1984,25,no,31,3,16075,238,0,80,2,post-paid,active,25,734.085,yes
1985,6,no,34,3,6965,116,271,33,2,post-paid,active,25,1538.145,yes
1986,2,no,36,0,3718,82,2,28,2,pre-paid,active,25,180,yes
1987,3,no,35,0,1665,44,38,20,3,pre-paid,not-active,30,220.36,yes
1988,6,no,36,0,2780,53,175,23,2,pre-paid,active,25,914.985,yes
1989,4,no,27,1,1315,36,193,11,2,post-paid,active,25,929.295,yes
1990,4,no,26,0,1568,39,30,68,4,pre-paid,active,45,115.175,yes
1991,11,no,27,0,700,25,10,7,2,pre-paid,not-active,25,77.625,yes
1992,0,no,26,0,825,10,21,3,4,pre-paid,not-active,45,73.375,no
1993,10,no,25,0,1225,32,19,13,2,pre-paid,active,25,142.065,yes
1994,2,no,25,0,3225,61,8,23,3,pre-paid,active,30,163.44,yes
1995,2,no,18,0,1695,26,28,14,2,pre-paid,active,25,203.445,yes
1996,16,no,17,1,6393,141,85,42,2,post-paid,active,25,676.53,yes
1997,12,no,15,0,8933,171,73,40,4,pre-paid,active,45,410.1,yes
1998,8,no,16,3,2853,45,31,19,3,post-paid,active,30,239.92,yes
1999,2,no,9,1,4390,40,215,10,3,pre-paid,active,30,1037.2,yes
2000,3,no,9,1,1488,19,0,7,3,pre-paid,active,30,60.28,no
2001,11,no,40,1,4430,74,10,19,3,pre-paid,active,30,220.16,yes
2002,3,no,41,1,378,8,12,6,3,pre-paid,active,30,63.44,yes
2003,13,no,39,1,2513,63,364,26,3,pre-paid,active,30,1559.04,yes
2004,13,no,40,1,4258,69,6,37,1,pre-paid,active,15,270.985,yes
2005,6,no,40,1,2453,61,7,35,2,pre-paid,active,25,144.63,yes
2006,14,no,40,2,3835,85,37,30,3,post-paid,active,30,304.8,yes
2007,7,no,40,1,2420,42,290,20,3,pre-paid,active,30,1258.48,yes
2008,16,no,39,3,9175,124,149,45,3,pre-paid,active,30,967.96,yes
2009,10,no,40,1,13833,172,5,46,3,pre-paid,active,30,580.2,yes
2010,10,no,40,2,4575,86,7,27,3,pre-paid,active,30,214.44,yes
2011,9,no,40,1,5978,98,12,14,3,pre-paid,active,30,291.04,yes
2012,12,no,40,1,2298,57,13,19,3,pre-paid,active,30,146.2,yes
2013,28,no,40,4,15200,228,59,34,3,pre-paid,active,30,853.12,yes
2014,7,no,40,2,3155,30,488,10,3,pre-paid,active,30,2079.4,yes
2015,12,no,39,1,15545,185,155,32,2,pre-paid,active,25,1405.35,yes
2016,6,no,39,2,6560,89,191,28,3,pre-paid,active,30,1029.96,yes
2017,3,no,39,1,935,17,5,13,2,pre-paid,active,25,65.34,yes
2018,5,no,40,1,770,17,18,10,3,pre-paid,active,30,103.48,yes
2019,3,yes,39,1,60,3,5,2,2,pre-paid,active,25,25.335,no
2020,6,no,39,1,7568,130,389,45,3,pre-paid,active,30,1863.92,yes
2021,10,no,39,2,11525,157,16,49,4,post-paid,active,45,332.05,yes
2022,11,no,39,2,6778,78,113,39,2,pre-paid,active,25,817.02,yes
2023,26,yes,35,1,1015,50,21,19,3,pre-paid,active,30,126.6,no
2024,24,yes,38,9,10495,96,6,44,5,post-paid,active,55,167.865,yes
2025,16,no,38,2,5878,101,31,26,2,pre-paid,active,25,408.555,yes
2026,4,no,36,1,2900,25,5,16,3,pre-paid,active,30,137,yes
2027,12,no,37,1,3050,44,14,18,3,pre-paid,active,30,179.76,no
2028,12,yes,38,1,2328,47,39,33,3,pre-paid,active,30,251,no
2029,3,no,38,1,193,5,5,4,3,pre-paid,active,30,27.92,no
2030,4,no,38,1,1728,28,5,8,4,pre-paid,active,45,56.4,yes
2031,6,no,35,2,6845,100,19,24,5,pre-paid,active,55,132.675,yes
2032,3,no,38,1,688,10,14,6,4,pre-paid,active,45,52.45,no
2033,3,no,38,2,398,7,9,4,5,pre-paid,active,55,19.575,yes
2034,28,no,33,4,16135,241,5,82,2,pre-paid,active,25,759.42,yes
2035,9,yes,36,4,7025,119,276,35,3,post-paid,active,30,1389.76,yes
2036,5,no,38,1,3778,85,7,30,3,pre-paid,active,30,182.52,yes
2037,6,no,37,1,1725,47,43,22,3,pre-paid,active,30,242.88,yes
2038,9,no,38,1,2840,56,180,25,2,pre-paid,active,25,940.32,yes
2039,7,no,29,2,1375,39,198,13,3,post-paid,active,30,848.56,yes
2040,7,no,28,1,1628,42,35,70,4,pre-paid,active,45,129.25,yes
2041,14,no,29,1,760,28,15,9,3,pre-paid,active,30,91.52,yes
2042,3,no,28,1,885,13,26,5,4,pre-paid,active,45,87.45,yes
2043,13,no,27,1,1285,35,24,15,2,pre-paid,active,25,167.4,yes
2044,5,no,27,1,3285,64,13,25,3,pre-paid,active,30,185.96,yes
2045,5,no,20,1,1755,29,33,16,2,pre-paid,active,25,228.78,yes
2046,19,no,19,2,6453,144,90,44,2,post-paid,active,25,701.865,yes
2047,15,no,17,1,8993,174,78,42,5,pre-paid,active,55,254.505,yes
2048,11,no,18,4,2913,48,36,21,3,pre-paid,active,30,262.44,yes
2049,5,no,11,2,4450,43,220,12,3,pre-paid,active,30,1059.72,yes
2050,6,yes,11,2,1548,22,5,9,3,pre-paid,active,30,82.8,no
2051,5,no,36,0,4310,68,0,15,2,pre-paid,active,25,197.01,yes
2052,0,no,37,0,258,2,2,2,2,pre-paid,not-active,25,20.7,yes
2053,7,no,35,0,2393,57,354,22,2,pre-paid,active,25,1703.25,yes
2054,7,no,36,0,4138,63,0,33,1,pre-paid,active,15,231.055,yes
2055,0,no,36,0,2333,55,0,31,1,pre-paid,active,15,131.34,yes
2056,8,no,36,0,3715,79,27,26,3,pre-paid,active,30,259.76,yes
2057,1,no,36,0,2300,36,280,16,3,pre-paid,active,30,1213.44,yes
2058,10,no,35,1,9055,118,139,41,3,pre-paid,active,30,922.92,yes
2059,4,no,36,0,13713,166,0,42,3,pre-paid,active,30,555.16,yes
2060,4,no,36,0,4455,80,0,23,3,pre-paid,active,30,181.4,yes
2061,3,no,36,0,5858,92,2,10,2,pre-paid,active,25,276.75,yes
2062,6,yes,36,0,2178,51,3,15,3,pre-paid,not-active,30,101.16,yes
2063,22,no,36,2,15080,222,49,30,3,pre-paid,active,30,808.08,yes
2064,1,no,36,0,3035,24,478,6,3,pre-paid,active,30,2034.36,yes
2065,6,no,35,0,15425,179,145,28,2,pre-paid,active,25,1354.68,yes
2066,0,no,35,0,6440,83,181,24,3,pre-paid,active,30,984.92,yes
2067,0,no,35,0,815,11,0,9,2,pre-paid,not-active,25,37.17,yes
2068,0,no,36,0,650,11,8,6,2,pre-paid,not-active,25,65.745,yes
2069,0,no,35,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2070,0,no,35,0,7448,124,379,41,2,pre-paid,active,25,2046.24,yes
2071,4,no,35,0,11405,151,6,45,3,pre-paid,active,30,486.24,yes
2072,5,no,35,0,6658,72,103,35,2,pre-paid,active,25,766.35,yes
2073,20,no,31,0,895,44,11,15,2,pre-paid,not-active,25,91.755,no
2074,18,no,34,7,10375,90,0,40,4,pre-paid,active,45,261.625,yes
2075,10,no,34,0,5758,95,21,22,2,pre-paid,active,25,357.885,no
2076,0,no,32,0,2780,19,0,12,3,pre-paid,active,30,111.96,yes
2077,6,no,33,0,2930,38,4,14,2,pre-paid,not-active,25,151.56,no
2078,6,yes,34,0,2208,41,29,29,3,pre-paid,not-active,30,205.96,no
2079,0,yes,34,0,0,0,0,0,3,pre-paid,not-active,30,0,no
2080,0,no,34,0,1608,22,0,4,3,pre-paid,active,30,65.2,yes
2081,0,no,31,0,6725,94,9,20,4,pre-paid,active,45,192.975,yes
2082,0,no,34,0,568,4,4,2,4,pre-paid,not-active,45,24.3,no
2083,0,no,34,0,0,0,0,0,5,pre-paid,active,55,0,yes
2084,22,no,29,2,16015,235,0,78,2,pre-paid,active,25,731.25,yes
2085,3,no,32,2,6905,113,266,31,2,post-paid,active,25,1512.81,yes
2086,0,no,34,0,3658,79,0,26,2,pre-paid,active,25,168.165,yes
2087,0,no,33,0,1605,41,33,18,3,pre-paid,not-active,30,197.84,yes
2088,3,no,34,0,2720,50,170,21,2,pre-paid,active,25,889.65,yes
2089,1,no,25,0,1255,33,188,9,2,post-paid,active,25,903.96,yes
2090,1,no,24,0,1508,36,25,66,4,pre-paid,active,45,101.1,yes
2091,8,no,25,0,640,22,5,5,2,pre-paid,not-active,25,52.29,yes
2092,0,yes,24,0,765,7,16,1,4,pre-paid,not-active,45,59.3,no
2093,7,no,23,0,1165,29,14,11,2,pre-paid,active,25,116.73,yes
2094,0,no,23,0,3165,58,3,21,3,pre-paid,active,30,140.92,yes
2095,0,no,16,0,1635,23,23,12,2,pre-paid,active,25,178.11,yes
2096,13,no,15,0,6333,138,80,40,1,post-paid,active,15,795.905,yes
2097,9,no,13,0,8873,168,68,38,4,pre-paid,active,45,396.025,yes
2098,5,no,14,2,2793,42,26,17,3,pre-paid,active,30,217.4,yes
2099,0,no,7,0,4330,37,210,8,3,pre-paid,active,30,1014.68,yes
2100,0,no,7,0,1428,16,0,5,3,pre-paid,active,30,57.76,no
2101,9,no,42,1,4450,73,15,21,3,pre-paid,active,30,240.92,yes
2102,1,yes,43,0,398,7,17,8,3,pre-paid,not-active,30,84.2,no
2103,11,no,41,1,2533,62,369,28,3,pre-paid,active,30,1579.8,yes
2104,11,no,42,1,4278,68,11,39,1,pre-paid,active,15,299.53,yes
2105,4,no,42,1,2473,60,12,37,2,pre-paid,active,25,167.985,yes
2106,12,no,42,2,3855,84,42,32,3,pre-paid,active,30,325.56,yes
2107,5,no,42,1,2440,41,295,22,3,pre-paid,active,30,1279.24,yes
2108,14,no,41,3,9195,123,154,47,3,pre-paid,active,30,988.72,yes
2109,8,no,42,1,13853,171,10,48,3,pre-paid,active,30,600.96,yes
2110,8,no,42,2,4595,85,12,29,3,pre-paid,active,30,235.2,yes
2111,7,no,42,1,5998,97,17,16,3,pre-paid,active,30,311.8,yes
2112,10,no,42,0,2318,56,18,21,3,pre-paid,not-active,30,166.96,yes
2113,26,no,42,4,15220,227,64,36,3,post-paid,active,30,873.88,yes
2114,5,no,42,2,3175,29,493,12,3,pre-paid,active,30,2100.16,yes
2115,10,no,41,1,15565,184,160,34,2,pre-paid,active,25,1428.705,yes
2116,4,no,41,2,6580,88,196,30,3,pre-paid,active,30,1050.72,yes
2117,1,no,41,0,955,16,10,15,2,pre-paid,not-active,25,88.695,yes
2118,3,no,42,0,790,16,23,12,3,pre-paid,not-active,30,124.24,yes
2119,1,no,41,0,80,2,10,4,2,pre-paid,not-active,25,48.69,no
2120,4,no,41,1,7588,129,394,47,3,pre-paid,active,30,1884.68,yes
2121,8,no,41,2,11545,156,21,51,4,pre-paid,active,45,345.025,yes
2122,9,no,41,2,6798,77,118,41,2,pre-paid,active,25,840.375,yes
2123,24,yes,37,0,1035,49,26,21,3,pre-paid,not-active,30,147.36,no
2124,22,yes,40,9,10515,95,11,46,5,pre-paid,active,55,175.65,yes
2125,14,no,40,2,5898,100,36,28,2,pre-paid,active,25,431.91,no
2126,2,no,38,1,2920,24,10,18,3,pre-paid,active,30,157.76,yes
2127,10,no,39,0,3070,43,19,20,3,pre-paid,not-active,30,200.52,no
2128,10,yes,40,0,2348,46,44,35,3,pre-paid,not-active,30,271.76,no
2129,1,no,40,0,213,4,10,6,3,pre-paid,not-active,30,48.68,no
2130,2,no,40,1,1748,27,10,10,4,pre-paid,active,45,69.375,yes
2131,4,no,37,2,6865,99,24,26,5,pre-paid,active,55,140.46,yes
2132,1,yes,40,0,708,9,19,8,4,pre-paid,not-active,45,65.425,no
2133,1,no,40,2,418,6,14,6,5,pre-paid,active,55,27.36,yes
2134,26,no,35,4,16155,240,10,84,2,pre-paid,active,25,782.775,yes
2135,7,yes,38,4,7045,118,281,37,2,post-paid,active,25,1586.835,yes
2136,3,no,40,1,3798,84,12,32,3,pre-paid,active,30,203.28,yes
2137,4,no,39,0,1745,46,48,24,3,pre-paid,not-active,30,263.64,yes
2138,7,no,40,1,2860,55,185,27,2,pre-paid,active,25,963.675,yes
2139,5,no,31,2,1395,38,203,15,2,post-paid,active,25,977.985,yes
2140,5,no,30,1,1648,41,40,72,4,pre-paid,active,45,142.225,yes
2141,12,no,31,0,780,27,20,11,3,pre-paid,not-active,30,112.28,yes
2142,1,no,30,0,905,12,31,7,4,pre-paid,not-active,45,100.425,yes
2143,11,no,29,1,1305,34,29,17,2,pre-paid,active,25,190.755,yes
2144,3,no,29,1,3305,63,18,27,3,pre-paid,active,30,206.72,yes
2145,3,no,22,1,1775,28,38,18,2,pre-paid,active,25,252.135,yes
2146,17,no,21,2,6473,143,95,46,2,post-paid,active,25,725.22,yes
2147,13,no,19,1,9013,173,83,44,5,pre-paid,active,55,262.29,yes
2148,9,no,20,4,2933,47,41,23,3,pre-paid,active,30,283.2,yes
2149,3,no,13,2,4470,42,225,14,3,pre-paid,active,30,1080.48,yes
2150,4,no,13,2,1568,21,10,11,3,pre-paid,active,30,103.56,no
2151,7,no,34,0,4290,69,0,13,2,pre-paid,active,25,196.155,yes
2152,0,no,35,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2153,9,no,33,0,2373,58,349,20,2,pre-paid,active,25,1679.895,yes
2154,9,no,34,0,4118,64,0,31,1,pre-paid,active,15,230.01,yes
2155,2,no,34,0,2313,56,0,29,1,pre-paid,active,15,130.295,yes
2156,10,no,34,0,3695,80,22,24,3,pre-paid,active,30,239,yes
2157,3,no,34,0,2280,37,275,14,3,pre-paid,active,30,1192.68,yes
2158,12,no,33,1,9035,119,134,39,3,pre-paid,active,30,902.16,yes
2159,6,no,34,0,13693,167,0,40,3,pre-paid,active,30,554.4,yes
2160,6,no,34,0,4435,81,0,21,3,pre-paid,active,30,180.64,yes
2161,5,no,34,0,5838,93,0,8,2,pre-paid,active,25,266.895,yes
2162,8,no,34,0,2158,52,0,13,3,pre-paid,not-active,30,88.4,yes
2163,24,no,34,2,15060,223,44,28,3,pre-paid,active,30,787.32,yes
2164,3,no,34,0,3015,25,473,4,3,pre-paid,active,30,2013.6,yes
2165,8,no,33,0,15405,180,140,26,2,pre-paid,active,25,1331.325,yes
2166,2,no,33,0,6420,84,176,22,3,pre-paid,active,30,964.16,yes
2167,0,no,33,0,795,12,0,7,2,pre-paid,not-active,25,36.315,yes
2168,1,no,34,0,630,12,3,4,2,pre-paid,not-active,25,42.39,yes
2169,0,no,33,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2170,2,no,33,0,7428,125,374,39,2,pre-paid,active,25,2022.885,yes
2171,6,no,33,0,11385,152,1,43,3,pre-paid,active,30,465.48,yes
2172,7,no,33,0,6638,73,98,33,2,pre-paid,active,25,742.995,yes
2173,22,no,29,0,875,45,6,13,2,pre-paid,not-active,25,68.4,no
2174,20,no,32,7,10355,91,0,38,4,pre-paid,active,45,261.15,yes
2175,12,yes,32,0,5738,96,16,20,2,pre-paid,active,25,334.53,no
2176,0,no,30,0,2760,20,0,10,3,pre-paid,active,30,111.2,yes
2177,8,yes,31,0,2910,39,0,12,3,pre-paid,not-active,30,117.96,no
2178,8,no,32,0,2188,42,24,27,3,pre-paid,not-active,30,185.2,no
2179,0,yes,32,0,0,0,0,0,3,pre-paid,not-active,30,0,no
2180,0,no,32,0,1588,23,0,2,3,pre-paid,active,30,64.44,yes
2181,2,no,29,0,6705,95,4,18,4,pre-paid,active,45,180,yes
2182,0,no,32,0,0,0,0,0,4,pre-paid,not-active,45,0,no
2183,0,no,32,0,0,0,0,0,5,pre-paid,active,55,0,yes
2184,24,no,27,2,15995,236,0,76,2,pre-paid,active,25,730.395,yes
2185,5,no,30,2,6885,114,261,29,2,post-paid,active,25,1489.455,yes
2186,1,no,32,0,3638,80,0,24,2,pre-paid,active,25,167.31,yes
2187,2,no,31,0,1585,42,28,16,3,pre-paid,not-active,30,177.08,yes
2188,5,no,32,0,2700,51,165,19,2,pre-paid,active,25,866.295,yes
2189,3,no,23,0,1235,34,183,7,2,post-paid,active,25,880.605,yes
2190,3,no,22,0,1488,37,20,64,4,pre-paid,active,45,88.125,yes
2191,10,no,23,0,620,23,0,3,2,pre-paid,not-active,25,28.935,yes
2192,0,no,22,0,0,0,11,0,4,pre-paid,not-active,45,27.5,yes
2193,9,no,21,0,1145,30,9,9,2,pre-paid,active,25,93.375,yes
2194,1,no,21,0,3145,59,0,19,3,pre-paid,active,30,128.16,yes
2195,1,no,14,0,1615,24,18,10,2,pre-paid,active,25,154.755,yes
2196,15,no,13,0,6313,139,75,38,1,post-paid,active,15,767.36,yes
2197,11,no,11,0,8853,169,63,36,4,pre-paid,active,45,383.05,yes
2198,7,no,12,2,2773,43,21,15,3,pre-paid,active,30,196.64,yes
2199,1,no,5,0,4310,38,205,6,3,pre-paid,active,30,993.92,yes
2200,2,no,5,0,1408,17,0,3,3,pre-paid,active,30,57,no
2201,13,no,44,1,4630,81,20,23,3,pre-paid,active,30,268.44,yes
2202,5,no,45,0,578,15,22,10,3,pre-paid,not-active,30,111.72,yes
2203,15,no,43,1,2713,70,374,30,3,pre-paid,active,30,1607.32,yes
2204,15,no,44,1,4458,76,16,41,1,pre-paid,active,15,337.37,yes
2205,8,no,44,1,2653,68,17,39,2,pre-paid,active,25,198.945,yes
2206,16,no,44,2,4035,92,47,34,3,pre-paid,active,30,353.08,yes
2207,9,no,44,1,2620,49,300,24,3,pre-paid,active,30,1306.76,yes
2208,18,no,43,3,9375,131,159,49,3,pre-paid,active,30,1016.24,yes
2209,12,no,44,1,14033,179,15,50,3,pre-paid,active,30,628.48,yes
2210,12,no,44,2,4775,93,17,31,3,pre-paid,active,30,262.72,yes
2211,11,no,44,1,6178,105,22,18,3,pre-paid,active,30,339.32,yes
2212,14,yes,44,0,2498,64,23,23,3,pre-paid,not-active,30,194.48,yes
2213,30,no,44,4,15400,235,69,38,3,pre-paid,active,30,901.4,yes
2214,9,no,44,2,3355,37,498,14,3,pre-paid,active,30,2127.68,yes
2215,14,no,43,1,15745,192,165,36,2,pre-paid,active,25,1459.665,yes
2216,8,no,43,2,6760,96,201,32,3,pre-paid,active,30,1078.24,yes
2217,5,no,43,0,1135,24,15,17,2,pre-paid,not-active,25,119.655,yes
2218,7,no,44,0,970,24,28,14,3,pre-paid,not-active,30,151.76,yes
2219,5,no,43,0,260,10,15,6,2,pre-paid,not-active,25,79.65,no
2220,8,no,43,1,7768,137,399,49,3,pre-paid,active,30,1912.2,yes
2221,12,no,43,2,11725,164,26,53,4,pre-paid,active,45,362.225,yes
2222,13,no,43,2,6978,85,123,43,2,pre-paid,active,25,871.335,yes
2223,28,yes,39,0,1215,57,31,23,3,pre-paid,not-active,30,174.88,no
2224,26,no,42,9,10695,103,16,48,5,post-paid,active,55,185.97,yes
2225,18,no,42,2,6078,108,41,30,2,pre-paid,active,25,462.87,yes
2226,6,no,40,1,3100,32,15,20,3,pre-paid,active,30,185.28,yes
2227,14,yes,41,0,3250,51,24,22,3,pre-paid,not-active,30,228.04,no
2228,14,yes,42,0,2528,54,49,37,4,pre-paid,not-active,45,187.05,no
2229,5,no,42,0,393,12,15,8,3,pre-paid,not-active,30,76.2,no
2230,6,no,42,1,1928,35,15,12,4,pre-paid,active,45,86.575,yes
2231,8,no,39,2,7045,107,29,28,5,pre-paid,active,55,150.78,yes
2232,5,no,42,0,888,17,24,10,4,pre-paid,not-active,45,82.625,no
2233,5,no,42,2,598,14,19,8,5,pre-paid,active,55,37.68,yes
2234,30,yes,37,4,16335,248,15,86,2,pre-paid,active,25,813.735,yes
2235,11,yes,40,4,7225,126,286,39,3,post-paid,active,30,1438.04,yes
2236,7,no,42,1,3978,92,17,34,3,pre-paid,active,30,230.8,yes
2237,8,no,41,0,1925,54,53,26,3,pre-paid,not-active,30,291.16,yes
2238,11,no,42,1,3040,63,190,29,2,pre-paid,active,25,994.635,yes
2239,9,no,33,2,1575,46,208,17,3,post-paid,active,30,896.84,yes
2240,9,no,32,1,1828,49,45,74,5,pre-paid,active,55,95.655,yes
2241,16,no,33,0,960,35,25,13,3,pre-paid,not-active,30,139.8,yes
2242,5,no,32,0,1085,20,36,9,4,pre-paid,not-active,45,117.625,yes
2243,15,no,31,1,1485,42,34,19,2,pre-paid,active,25,221.715,yes
2244,7,no,31,1,3485,71,23,29,3,pre-paid,active,30,234.24,yes
2245,7,no,24,1,1955,36,43,20,3,pre-paid,active,30,251.64,yes
2246,21,no,23,2,6653,151,100,48,2,post-paid,active,25,756.18,yes
2247,17,no,21,1,9193,181,88,46,5,pre-paid,active,55,272.61,yes
2248,13,no,22,4,3113,55,46,25,3,pre-paid,active,30,310.72,yes
2249,7,no,15,2,4650,50,230,16,3,pre-paid,active,30,1108,yes
2250,8,yes,15,2,1748,29,15,13,3,pre-paid,active,30,131.08,no
2251,3,no,32,0,4110,61,0,11,2,pre-paid,active,25,187.695,yes
2252,0,no,33,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2253,5,no,31,0,2193,50,344,18,2,pre-paid,active,25,1648.935,yes
2254,5,no,32,0,3938,56,0,29,1,pre-paid,active,15,219.67,yes
2255,0,no,32,0,2133,48,0,27,1,pre-paid,active,15,119.955,yes
2256,6,no,32,0,3515,72,17,22,2,pre-paid,active,25,237.915,yes
2257,0,no,32,0,2100,29,270,12,3,pre-paid,active,30,1165.16,yes
